date,close,ticker,ret_fwd_1d
2018-01-02,237.90914916992188,SPY,0.0063250667955223605
2018-01-03,239.4139404296875,SPY,0.004214915369001648
2018-01-04,240.4230499267578,SPY,0.006663973575123494
2018-01-05,242.0252227783203,SPY,0.0018289094286652041
2018-01-08,242.4678649902344,SPY,0.002263256988161322
2018-01-09,243.01663208007812,SPY,-0.001529604608416557
2018-01-10,242.64491271972656,SPY,0.00729550797363121
2018-01-11,244.4151306152344,SPY,0.006519170008221886
2018-01-12,246.00851440429688,SPY,-0.003418160580667351
2018-01-16,245.16761779785156,SPY,0.00953153002323659
2018-01-17,247.5044403076172,SPY,-0.0016805944544945328
2018-01-18,247.08848571777344,SPY,0.004549628297473962
2018-01-19,248.212646484375,SPY,0.00813076202026397
2018-01-22,250.23080444335935,SPY,0.0021226740986075576
2018-01-23,250.761962890625,SPY,-0.0003887078542839095
2018-01-24,250.66448974609375,SPY,0.00042398293403267395
2018-01-25,250.7707672119141,SPY,0.011577830143187029
2018-01-26,253.6741485595703,SPY,-0.006629617975903335
2018-01-29,251.9923858642578,SPY,-0.010257062050590071
2018-01-30,249.40768432617188,SPY,0.0004968436570482737
2018-01-31,249.53160095214844,SPY,-0.001135672713946545
2018-02-01,249.2482147216797,SPY,-0.02176974937634424
2018-02-02,243.8221435546875,SPY,-0.04182255752629305
2018-02-05,233.6248779296875,SPY,0.01970244611007632
2018-02-06,238.2278594970703,SPY,-0.005424819508418333
2018-02-07,236.93551635742188,SPY,-0.037509033793956426
2018-02-08,228.0482940673828,SPY,0.015021371497385916
2018-02-09,231.4738922119141,SPY,0.014684829596134374
2018-02-12,234.873046875,SPY,0.002487162695937739
2018-02-13,235.45721435546875,SPY,0.013496275401265745
2018-02-14,238.635009765625,SPY,0.012760192603399334
2018-02-15,241.68003845214844,SPY,0.00029301567681216945
2018-02-16,241.7508544921875,SPY,-0.006261477977179575
2018-02-20,240.2371368408203,SPY,-0.004974155213281706
2018-02-21,239.0421600341797,SPY,0.0012960661545255991
2018-02-22,239.3519744873047,SPY,0.015939198928788922
2018-02-23,243.16705322265625,SPY,0.01161249522784491
2018-02-26,245.99082946777344,SPY,-0.012486744983563502
2018-02-27,242.9192047119141,SPY,-0.010129929403686178
2018-02-28,240.4584503173828,SPY,-0.01454048989493717
2018-03-01,236.96206665039065,SPY,0.005154883471802707
2018-03-02,238.18357849121097,SPY,0.011557696004874662
2018-03-05,240.9364318847656,SPY,0.0025350838916506913
2018-03-06,241.54722595214844,SPY,-0.0003664551931931159
2018-03-07,241.45870971679688,SPY,0.004839221958112594
2018-03-08,242.6271820068359,SPY,0.017402315541687585
2018-03-09,246.84945678710935,SPY,-0.0012550126638645187
2018-03-12,246.53965759277344,SPY,-0.006462929923044314
2018-03-13,244.9462890625,SPY,-0.005131441243895307
2018-03-14,243.6893615722656,SPY,-0.0010897016773375734
2018-03-15,243.42381286621097,SPY,0.0010843085978125
2018-03-16,243.6877593994141,SPY,-0.013530097485204173
2018-03-19,240.39064025878903,SPY,0.0017005579640430035
2018-03-20,240.7994384765625,SPY,-0.0019192661164364466
2018-03-21,240.3372802734375,SPY,-0.02499735885492138
2018-03-22,234.32948303222656,SPY,-0.0213145560755712
2018-03-23,229.33485412597656,SPY,0.02735931528589841
2018-03-26,235.6092987060547,SPY,-0.017011906890606276
2018-03-27,231.60113525390625,SPY,-0.002954761733463762
2018-03-28,230.91680908203125,SPY,0.012777595252450258
2018-03-29,233.86737060546875,SPY,-0.02158450999208439
2018-04-02,228.8194580078125,SPY,0.012816893030580756
2018-04-03,231.7522125244141,SPY,0.01069895911361729
2018-04-04,234.23171997070312,SPY,0.00789212936814887
2018-04-05,236.0803070068359,SPY,-0.022285572054218106
2018-04-06,230.81912231445312,SPY,0.0049280880060385
2018-04-09,231.9566192626953,SPY,0.015900329368617294
2018-04-10,235.64480590820312,SPY,-0.005242365936943938
2018-04-11,234.4094696044922,SPY,0.008227240537996394
2018-04-12,236.3380126953125,SPY,-0.0029331159181873456
2018-04-13,235.64480590820312,SPY,0.00822186153170934
2018-04-16,237.58224487304688,SPY,0.010698006896511902
2018-04-17,240.1239013671875,SPY,0.0007407496841789207
2018-04-18,240.30177307128903,SPY,-0.0055477956927352245
2018-04-19,238.9686279296875,SPY,-0.00847938145646443
2018-04-20,236.94232177734375,SPY,-0.00014998468597748893
2018-04-23,236.9067840576172,SPY,-0.013467476297544412
2018-04-24,233.71624755859375,SPY,0.002471725869090058
2018-04-25,234.29393005371097,SPY,0.010166081535885274
